Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00     6571     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin()
  0.00      0.00     0.00     6351     0.00     0.00  std::__detail::_Node_iterator_base<maze::Cell*, false>::_Node_iterator_base(std::__detail::_Hash_node<maze::Cell*, false>*)
  0.00      0.00     0.00     6184     0.00     0.00  __gnu_cxx::__normal_iterator<maze::Priority_and_cell*, std::vector<maze::Priority_and_cell, std::allocator<maze::Priority_and_cell> > >::operator+(long const&) const
  0.00      0.00     0.00     6036     0.00     0.00  __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::__normal_iterator(maze::Pathway* const* const&)
  0.00      0.00     0.00     6036     0.00     0.00  __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::base() const
  0.00      0.00     0.00     5613     0.00     0.00  maze::Pathway* const& std::forward<maze::Pathway* const&>(std::remove_reference<maze::Pathway* const&>::type&)
  0.00      0.00     0.00     5533     0.00     0.00  std::remove_reference<maze::Priority_and_cell&>::type&& std::move<maze::Priority_and_cell&>(maze::Priority_and_cell&)
  0.00      0.00     0.00     5034     0.00     0.00  std::vector<maze::Cell*, std::allocator<maze::Cell*> >::size() const
  0.00      0.00     0.00     4923     0.00     0.00  std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::size() const
  0.00      0.00     0.00     4780     0.00     0.00  __gnu_cxx::__normal_iterator<maze::Pathway**, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::base() const
  0.00      0.00     0.00     4461     0.00     0.00  std::equal_to<maze::Cell*>::operator()(maze::Cell* const&, maze::Cell* const&) const
  0.00      0.00     0.00     4461     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::equal_to<maze::Cell*>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<maze::Cell*>, true> const&)
  0.00      0.00     0.00     4374     0.00     0.00  std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin()
  0.00      0.00     0.00     4367     0.00     0.00  std::__detail::_Node_iterator<maze::Cell*, true, false>::_Node_iterator(std::__detail::_Hash_node<maze::Cell*, false>*)
  0.00      0.00     0.00     3819     0.00     0.00  std::vector<maze::Cell*, std::allocator<maze::Cell*> >::operator[](unsigned long)
  0.00      0.00     0.00     3588     0.00     0.00  std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&)
  0.00      0.00     0.00     3588     0.00     0.00  std::tuple<maze::Cell* const&>&& std::forward<std::tuple<maze::Cell* const&> >(std::remove_reference<std::tuple<maze::Cell* const&> >::type&)
  0.00      0.00     0.00     3588     0.00     0.00  std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&)
  0.00      0.00     0.00     3562     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin() const
  0.00      0.00     0.00     3499     0.00     0.00  std::__shared_ptr<maze::Maze, (__gnu_cxx::_Lock_policy)2>::operator->() const
  0.00      0.00     0.00     3230     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator()
  0.00      0.00     0.00     3230     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator()
  0.00      0.00     0.00     3230     0.00     0.00  std::allocator<std::__detail::_Hash_node_base*>::~allocator()
  0.00      0.00     0.00     3182     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     3182     0.00     0.00  std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const
  0.00      0.00     0.00     3176     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     3176     0.00     0.00  std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(maze::Cell* const&) const
  0.00      0.00     0.00     3099     0.00     0.00  maze::Maze::get_cell(unsigned int, unsigned int)
  0.00      0.00     0.00     3040     0.00     0.00  std::vector<std::vector<maze::Cell*, std::allocator<maze::Cell*> >, std::allocator<std::vector<maze::Cell*, std::allocator<maze::Cell*> > > >::operator[](unsigned long)
  0.00      0.00     0.00     3018     0.00     0.00  bool __gnu_cxx::operator==<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >(__gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&, __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&)
  0.00      0.00     0.00     3018     0.00     0.00  std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::end() const
  0.00      0.00     0.00     3018     0.00     0.00  std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::begin() const
  0.00      0.00     0.00     3018     0.00     0.00  std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const
  0.00      0.00     0.00     3017     0.00     0.00  maze::Cell::has_pathway()
  0.00      0.00     0.00     2795     0.00     0.00  __gnu_cxx::new_allocator<maze::Cell*>::max_size() const
  0.00      0.00     0.00     2789     0.00     0.00  std::_Iter_base<maze::Cell**, false>::_S_base(maze::Cell**)
  0.00      0.00     0.00     2789     0.00     0.00  std::_Niter_base<maze::Cell**>::iterator_type std::__niter_base<maze::Cell**>(maze::Cell**)
  0.00      0.00     0.00     2783     0.00     0.00  maze::Cell::get_x_position()
  0.00      0.00     0.00     2779     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     2761     0.00     0.00  std::_Vector_base<maze::Cell*, std::allocator<maze::Cell*> >::_M_get_Tp_allocator()
  0.00      0.00     0.00     2475     0.00     0.00  __gnu_cxx::new_allocator<maze::Pathway*>::max_size() const
  0.00      0.00     0.00     2475     0.00     0.00  std::_Iter_base<maze::Pathway**, false>::_S_base(maze::Pathway**)
  0.00      0.00     0.00     2475     0.00     0.00  std::_Niter_base<maze::Pathway**>::iterator_type std::__niter_base<maze::Pathway**>(maze::Pathway**)
  0.00      0.00     0.00     2401     0.00     0.00  std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     2401     0.00     0.00  std::__detail::_Hash_code_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::__detail::_Select1st, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const
  0.00      0.00     0.00     2398     0.00     0.00  std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<maze::Cell*, false> >(std::allocator<std::__detail::_Hash_node<maze::Cell*, false> > const&)
  0.00      0.00     0.00     2392     0.00     0.00  std::_Head_base<0ul, maze::Cell* const&, false>::_M_head(std::_Head_base<0ul, maze::Cell* const&, false>&)
  0.00      0.00     0.00     2392     0.00     0.00  std::_Head_base<0ul, maze::Cell* const&, false>::_Head_base(maze::Cell* const&)
  0.00      0.00     0.00     2392     0.00     0.00  std::_Tuple_impl<0ul, maze::Cell* const&>::_M_head(std::_Tuple_impl<0ul, maze::Cell* const&>&)
  0.00      0.00     0.00     2391     0.00     0.00  std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     2391     0.00     0.00  std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, maze::Cell* const&, unsigned long) const
  0.00      0.00     0.00     2391     0.00     0.00  std::__detail::_Hash_code_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::__detail::_Select1st, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(maze::Cell* const&) const
  0.00      0.00     0.00     2390     0.00     0.00  bool __gnu_cxx::operator!=<maze::Pathway**, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >(__gnu_cxx::__normal_iterator<maze::Pathway**, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&, __gnu_cxx::__normal_iterator<maze::Pathway**, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&)
  0.00      0.00     0.00     2385     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::end()
  0.00      0.00     0.00     2371     0.00     0.00  std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const
  0.00      0.00     0.00     2350     0.00     0.00  __gnu_cxx::__normal_iterator<maze::Priority_and_cell*, std::vector<maze::Priority_and_cell, std::allocator<maze::Priority_and_cell> > >::base() const
  0.00      0.00     0.00     2154     0.00     0.00  maze::Cell*& std::__detail::_Identity::operator()<maze::Cell*&>(maze::Cell*&) const
  0.00      0.00     0.00     2154     0.00     0.00  maze::Cell*& std::forward<maze::Cell*&>(std::remove_reference<maze::Cell*&>::type&)
  0.00      0.00     0.00     2148     0.00     0.00  std::__detail::_Hashtable_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const
  0.00      0.00     0.00     2148     0.00     0.00  std::__detail::_Hashtable_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(maze::Cell* const&, unsigned long, std::__detail::_Hash_node<maze::Cell*, false>*) const
  0.00      0.00     0.00     2148     0.00     0.00  std::__detail::_Equal_helper<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::equal_to<maze::Cell*>, unsigned long, false>::_S_equals(std::equal_to<maze::Cell*> const&, std::__detail::_Identity const&, maze::Cell* const&, unsigned long, std::__detail::_Hash_node<maze::Cell*, false>*)
  0.00      0.00     0.00     2053     0.00     0.00  std::_Vector_base<maze::Pathway*, std::allocator<maze::Pathway*> >::_M_get_Tp_allocator()
  0.00      0.00     0.00     1993     0.00     0.00  std::unordered_map<maze::Cell*, unsigned int, std::hash<maze::Cell*>, std::equal_to<maze::Cell*>, std::allocator<std::pair<maze::Cell* const, unsigned int> > >::operator[](maze::Cell* const&)
  0.00      0.00     0.00     1993     0.00     0.00  std::__detail::_Map_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](maze::Cell* const&)
  0.00      0.00     0.00     1992     0.00     0.00  std::__detail::_Node_iterator_base<std::pair<maze::Cell* const, unsigned int>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<maze::Cell* const, unsigned int>, false>*)
  0.00      0.00     0.00     1991     0.00     0.00  std::__detail::_Prime_rehash_policy::_M_state() const
  0.00      0.00     0.00     1990     0.00     0.00  maze::Cell::get_y_position()
